,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,Garage.interaction,new.old,Room.size,full.YrSold,QuarterSold,TotalBath,BathToBed,AvgHouseLivArea.ratio,SalePrice
232,60,RL,174,15138,NA,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,3,6,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506,4,TA,PConc,Gd,TA,No,GLQ,689,Unf,0,773,1462,GasA,5,Y,SBrkr,1490,1304,0,2794,1,0,2,1,4,1,5,9,Typ,1,TA,Attchd,1995,Fin,3,810,TA,TA,Y,0,146,202,0,0,0,NA,NA,NA,0,WD,Normal,3.TA,-0.475409836065637,310,200907,3,3.5,0.853365384615385,1.11656763254958,403000
233,160,RM,21,1680,NA,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,5,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297,3,TA,CBlock,TA,TA,No,Unf,0,Unf,0,483,483,GasA,3,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,3,5,Typ,1,Po,Attchd,1972,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,WD,Normal,1.TA,0.166666666666742,197,200606,2,1.5,1.14164904862579,0.885016588456825,94500
234,20,RL,75,10650,NA,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0,3,TA,CBlock,TA,Gd,Av,LwQ,182,ALQ,712,0,894,GasA,3,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,3,5,Typ,0,NA,Attchd,1976,Unf,1,308,TA,TA,Y,365,0,0,0,0,0,NA,MnPrv,NA,0,WD,Normal,1.TA,-20.703448275862,179,201002,1,2,0.463039236939085,0.657643077828454,128200
235,60,RL,62.2898180542938,7851,NA,Reg,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,5,6,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,4,TA,PConc,Gd,TA,No,GLQ,625,Unf,0,235,860,GasA,5,Y,SBrkr,860,1100,0,1960,1,0,2,1,4,1,4,8,Typ,2,TA,BuiltIn,2002,Fin,2,440,TA,TA,Y,288,48,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,1.97478991596631,245,201005,2,3.5,0.804407176287052,1.1408224055877,216500
236,160,RM,21,1680,NA,Reg,Lvl,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,5,8,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604,3,TA,CBlock,TA,TA,No,ALQ,358,Unf,0,125,483,GasA,3,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,3,5,Typ,0,NA,Detchd,1971,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,WD,Normal,1.TA,-0.833333333333258,197,200808,3,1.5,1.14164904862579,0.885016588456825,89500
237,20,RL,65,8773,NA,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,4,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98,4,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1390,1414,GasA,5,Y,SBrkr,1414,0,0,1414,0,0,2,0,3,1,4,6,Typ,0,NA,Attchd,2004,RFn,2,494,TA,TA,Y,132,105,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,7.296551724138,236,201005,2,2,0.92607847387817,1.04016477857878,185500
238,60,RL,68.7406830257269,9453,NA,IR1,Lvl,CulDSac,Gtl,SawyerW,RRAe,1Fam,2Story,4,4,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0,4,TA,PConc,Gd,TA,No,BLQ,402,Unf,0,594,996,GasA,5,Y,SBrkr,1014,730,0,1744,0,0,2,1,3,1,4,7,Typ,0,NA,Attchd,1993,RFn,2,457,TA,TA,Y,370,70,0,238,0,0,NA,NA,NA,0,WD,Normal,2.TA,-0.918367346938794,249,201002,1,2.5,1.16203402435623,0.917293717328067,194500
239,20,RL,93,12030,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,3,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254,5,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1694,1694,GasA,5,Y,SBrkr,1694,0,0,1694,0,0,2,0,3,1,4,7,Typ,0,NA,Attchd,2007,Fin,3,818,TA,TA,Y,168,228,0,0,0,0,NA,NA,NA,0,New,Partial,3.TA,1.24637681159425,242,200712,4,2,0.754759874964479,0.891626555193641,318000
240,50,RL,52,8741,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,5,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,TA,CBlock,TA,Fa,No,LwQ,94,Unf,0,641,735,GasA,3,Y,FuseA,798,689,0,1487,0,0,1,1,3,1,3,7,Typ,1,Gd,Detchd,1949,Unf,1,220,TA,TA,Y,0,140,0,0,0,0,NA,MnPrv,NA,0,WD,Normal,1.TA,9.46153846153857,212,201004,2,1.5,0.951913640824337,1.10054084827783,113000
241,20,FV,75,9000,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,3,6,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36,4,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,GasA,5,Y,SBrkr,1566,0,0,1566,1,0,2,0,3,1,4,7,Typ,0,NA,Attchd,2008,RFn,2,750,TA,TA,Y,144,168,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,1.61428571428564,224,201004,2,3,0.720792079207921,1.01474631342164,262500
242,30,RM,40,3880,NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,6,2,1945,1997,Gable,CompShg,VinylSd,VinylSd,None,0,3,Gd,CBlock,TA,TA,No,ALQ,329,Unf,0,357,686,GasA,4,Y,SBrkr,866,0,0,866,0,0,1,0,2,1,4,4,Typ,0,NA,NA,1945,NA,0,0,NA,NA,Y,58,42,0,0,0,0,NA,NA,NA,0,WD,Normal,0.NA,19.4782608695652,216,200708,3,1,0.939164748438014,0.963572154225727,110500
243,50,RM,63,5000,NA,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,6,7,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,540,540,GasA,4,N,FuseA,889,551,0,1440,0,0,1,0,3,1,3,6,Typ,0,NA,Attchd,1940,Unf,1,352,FaPo,TA,Y,0,0,77,0,0,0,NA,NA,NA,0,WD,Normal,1.FaPo,-23.391304347826,240,200604,2,1,0.626109832292009,0.99295457952331,79000
244,160,RL,75,10762,NA,Reg,Lvl,Corner,Gtl,SawyerW,Norm,TwnhsE,2Story,5,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,3,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,626,626,GasA,3,Y,SBrkr,626,591,0,1217,0,0,1,1,3,1,3,6,Typ,1,TA,Attchd,1980,RFn,1,288,TA,TA,Y,0,28,0,0,0,0,NA,NA,NA,0,WD,Normal,1.TA,0,203,200904,2,1.5,0.69722041461374,0.980265807490938,120000
245,60,RL,66.4970289328197,8880,NA,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,4,6,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0,4,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,GasA,5,Y,SBrkr,1222,888,0,2110,1,0,2,1,3,1,4,8,Typ,2,Fa,Attchd,1994,RFn,2,463,TA,TA,Y,0,130,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,0.0816326530612059,264,201005,2,3.5,1.16203402435623,1.10979916488659,205000
246,20,RL,80,10400,NA,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,4,6,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102,3,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,1845,GasA,4,Y,SBrkr,1872,0,0,1872,0,1,2,0,3,1,3,6,Typ,1,TA,Attchd,1988,Fin,2,604,TA,TA,Y,197,39,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,12.7258064516129,312,200606,2,2.5,1.00392757927004,1.26661792149117,241500
247,190,RM,69,9142,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,Shingles,Shingles,None,0,3,Fa,Other,Fa,TA,No,Unf,0,Unf,0,1020,1020,GasA,4,N,FuseFP,908,1020,0,1928,0,0,2,0,4,2,2,9,Typ,0,NA,Detchd,1910,Unf,1,440,FaPo,FaPo,Y,0,60,112,0,0,0,NA,NA,NA,0,WD,Normal,1.FaPo,-3.695652173913,214,200604,2,2,0.939164748438014,1.05075588834652,137000
248,20,RL,75,11310,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Hip,CompShg,Wd Sdng,Brick,None,0,3,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1367,1367,GasA,5,Y,SBrkr,1375,0,0,1375,0,0,1,0,2,1,3,5,Typ,1,TA,Attchd,1954,Unf,2,451,TA,TA,Y,0,30,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-6.02702702702709,275,200606,2,1,1.04629192253188,1.16196077311788,140000
249,60,RL,72,11317,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,4,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101,4,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,5,Y,SBrkr,840,828,0,1668,0,0,2,1,3,1,4,8,Typ,0,NA,Attchd,2003,RFn,2,500,TA,TA,Y,144,68,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,2.16326530612241,208,200709,3,2.5,1.15759809234771,0.909178889055747,180000
250,50,RL,307.425537421185,159000,NA,IR2,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1.5Fin,5,4,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472,4,TA,CBlock,Gd,TA,Gd,Rec,697,Unf,0,747,1444,GasA,4,Y,SBrkr,1444,700,0,2144,0,1,2,0,4,1,4,7,Typ,2,TA,Attchd,1958,Fin,2,389,TA,TA,Y,0,98,0,0,0,0,NA,NA,Shed,500,WD,Normal,2.TA,15.4285714285713,306,200706,2,2.5,0.713678844519966,1.03682210708117,277000
251,30,RL,55,5350,NA,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,8,9,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0,3,Po,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,GasA,5,Y,SBrkr,1306,0,0,1306,0,0,1,0,3,1,2,6,Mod,0,NA,NA,1940,NA,0,0,NA,NA,Y,263,0,0,0,0,0,NA,GdWo,Shed,450,WD,Normal,0.NA,12.125,218,201005,2,1,0.678391959798995,1.41208271388025,76500
252,120,RM,44,4750,NA,IR1,HLS,Inside,Mod,Crawfor,Norm,TwnhsE,1Story,3,6,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481,4,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,GasA,5,Y,SBrkr,1625,0,0,1625,1,1,2,0,2,1,4,5,Typ,1,Gd,Attchd,2006,Fin,2,538,TA,TA,Y,123,0,0,0,153,0,NA,NA,NA,0,WD,Family,2.TA,0.5,325,200712,4,3.5,1.63492063492064,0.981280193236715,235000
253,60,RL,65,8366,NA,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,5,6,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,4,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,5,Y,SBrkr,798,842,0,1640,0,0,2,1,3,1,4,6,Typ,0,NA,Attchd,2004,RFn,2,520,TA,TA,Y,138,45,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,10.0816326530612,273,200812,4,2.5,1.16203402435623,0.862592715836026,173000
254,80,RL,85,9350,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,4,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108,3,TA,CBlock,Gd,TA,Gd,LwQ,270,ALQ,580,452,1302,GasA,5,Y,SBrkr,1302,0,0,1302,0,1,2,0,3,1,4,7,Min1,0,NA,Attchd,1964,RFn,1,309,TA,TA,Y,333,0,0,0,0,0,NA,MnPrv,NA,0,WD,Normal,1.TA,1.5,186,200710,4,2.5,1.39505589670918,0.925416982562547,158000
255,20,RL,70,8400,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,None,0,3,Gd,CBlock,TA,TA,No,Rec,922,Unf,0,392,1314,GasA,3,Y,SBrkr,1314,0,0,1314,1,0,1,0,3,1,3,5,Typ,0,NA,Attchd,1957,RFn,1,294,TA,TA,Y,250,0,0,0,0,0,NA,NA,NA,0,WD,Normal,1.TA,-3.02702702702709,263,201006,2,2,0.69752794835459,1.11041196791047,145000
256,60,RL,66,8738,NA,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,4,6,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302,4,TA,PConc,Gd,TA,No,Unf,0,Unf,0,975,975,GasA,5,Y,SBrkr,1005,1286,0,2291,0,0,2,1,4,1,4,8,Typ,1,TA,BuiltIn,1999,Fin,2,429,TA,TA,Y,192,0,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-1.02521008403369,286,200602,1,2.5,0.804407176287052,1.33348169959256,230000
257,60,FV,64,8791,NA,IR1,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,5,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,4,TA,PConc,Gd,TA,No,Rec,503,Unf,0,361,864,GasA,5,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,Typ,0,NA,Attchd,2003,RFn,2,673,TA,TA,Y,216,56,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-1.57999999999993,247,200805,2,2.5,0.900990099009901,0.905299775770657,207500
258,20,RL,68,8814,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,6,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180,4,TA,PConc,Gd,TA,No,GLQ,1334,Unf,0,270,1604,GasA,5,Y,SBrkr,1604,0,0,1604,1,0,2,1,3,1,4,8,Typ,1,Gd,Attchd,2006,RFn,2,660,TA,TA,Y,123,110,0,0,0,0,NA,NA,NA,0,WD,Abnorml,2.TA,9.296551724138,200,200903,1,3.5,1.15759809234771,1.17993232308371,220000
259,60,RL,80,12435,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,4,6,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172,4,TA,PConc,Gd,TA,No,GLQ,361,Unf,0,602,963,GasA,5,Y,SBrkr,963,829,0,1792,0,0,2,1,3,1,4,7,Typ,1,TA,Attchd,2001,RFn,2,564,TA,TA,Y,0,96,0,245,0,0,NA,NA,NA,0,WD,Normal,2.TA,0.163265306122412,256,200805,2,2.5,1.15759809234771,0.976767727330875,231500
260,20,RM,70,12702,NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,6,6,1956,1956,Gable,CompShg,Brick,Brick,None,0,3,TA,PConc,NA,NA,NA,NA,0,NA,0,0,0,GasA,4,Y,FuseA,882,0,0,882,0,0,1,0,2,1,3,4,Typ,0,NA,Detchd,1956,Unf,1,308,TA,TA,Y,0,45,0,0,0,0,NA,NA,NA,0,WD,Normal,1.TA,1.13043478260875,220,200812,4,1,0.939164748438014,0.875906735751295,97000
261,80,RL,120,19296,NA,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,SLvl,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399,3,TA,CBlock,TA,TA,Gd,Rec,672,ALQ,690,0,1362,GasA,3,Y,SBrkr,1382,0,0,1382,1,0,1,0,3,1,3,6,Typ,1,TA,Attchd,1991,Unf,2,884,TA,TA,Y,0,0,252,0,0,0,NA,GdWo,NA,0,WD,Normal,2.TA,-0.5,230,200905,2,2,0.69752794835459,0.982278241091736,176000
262,60,RL,69,9588,NA,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,3,6,2007,2007,Gable,CompShg,Cement,Cement,Stone,270,4,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1482,1482,GasA,5,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,5,10,Typ,1,Gd,BuiltIn,2007,Fin,3,868,TA,TA,Y,0,148,0,0,0,0,NA,NA,NA,0,New,Partial,3.TA,6.16326530612241,257,200711,4,2.5,1.15759809234771,1.40301346548531,276000
263,80,RL,88,8471,NA,IR1,Lvl,Corner,Gtl,Sawyer,Norm,1Fam,SLvl,5,4,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46,3,TA,CBlock,Gd,Gd,Av,ALQ,506,Unf,0,0,506,GasA,3,Y,SBrkr,1212,0,0,1212,1,0,1,0,3,1,3,6,Typ,1,TA,Attchd,1978,Unf,2,492,TA,TA,Y,292,12,0,0,0,0,NA,GdWo,NA,0,WD,Normal,2.TA,10,202,200607,3,2,0.747804265997491,1.00560049782203,151000
264,50,RM,50,5500,NA,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,6,4,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,TA,BrkTil,TA,TA,No,LwQ,234,ALQ,692,0,926,GasA,3,Y,SBrkr,926,0,390,1316,1,0,1,0,3,1,3,6,Typ,0,NA,Detchd,1974,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,5.60869565217399,219,201004,2,2,0.626109832292009,0.907450157397692,130000
265,30,RM,30,5232,Grvl,IR3,Bnk,Inside,Gtl,OldTown,Artery,1Fam,1Story,6,6,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,680,680,GasA,4,N,FuseFP,764,0,0,764,0,0,1,0,2,1,3,4,Typ,0,NA,Detchd,1965,Unf,2,504,TA,TA,N,0,0,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-0.521739130434753,191,200806,2,1,0.939164748438014,0.850079821972812,73000
266,20,RL,78,12090,NA,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,5,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210,3,Gd,CBlock,Gd,TA,No,GLQ,588,LwQ,228,606,1422,GasA,3,Y,SBrkr,1422,0,0,1422,0,0,2,0,3,1,4,7,Typ,1,TA,Attchd,1981,Fin,2,576,TA,TA,Y,276,0,0,0,0,0,NA,GdPrv,NA,0,WD,Normal,2.TA,5.72580645161293,203,200806,2,2,1.00392757927004,0.962142459594251,175500
267,60,RL,70,11207,NA,IR1,HLS,FR2,Gtl,Gilbert,Norm,1Fam,2Story,5,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,3,TA,PConc,Gd,TA,Av,GLQ,714,Unf,0,88,802,GasA,4,Y,SBrkr,802,709,0,1511,1,0,2,1,3,1,3,8,Typ,1,TA,Attchd,1997,Fin,2,413,TA,TA,Y,95,75,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-3.02521008403369,189,200606,2,3.5,1.07254290171607,0.879480946348478,185000
268,60,RL,60,8400,NA,Reg,Bnk,Inside,Mod,SWISU,Norm,1Fam,2.5Fin,6,3,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,TA,PConc,TA,TA,No,LwQ,378,Unf,0,342,720,GasA,5,Y,SBrkr,1052,720,420,2192,0,0,2,1,4,1,4,8,Typ,1,Gd,Detchd,1939,Unf,1,240,TA,TA,Y,262,24,0,0,0,0,NA,NA,NA,0,WD,Normal,1.TA,15.3333333333333,274,200807,3,2.5,1.19323831620815,0.876332622601279,179500
269,30,RM,71,6900,NA,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,6,5,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0,3,TA,CBlock,TA,TA,No,ALQ,403,Rec,125,212,740,GasA,5,Y,SBrkr,778,0,0,778,0,0,1,0,2,1,3,4,Typ,1,Gd,Detchd,1966,Fin,1,924,ExGd,ExGd,Y,0,25,0,0,0,0,NA,NA,NA,0,WD,Normal,2.FaPo,15.2068965517242,194,200802,1,1,0.975524475524476,0.894181991122384,120500
270,20,RL,62.5671611416747,7917,NA,IR1,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,4,1976,1976,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,3,Gd,CBlock,TA,Gd,No,BLQ,751,Unf,0,392,1143,GasA,3,Y,SBrkr,1113,0,0,1113,1,0,1,1,3,1,3,6,Typ,1,Fa,Attchd,1987,RFn,1,504,TA,ExGd,Y,370,30,0,0,0,0,NA,GdPrv,NA,0,WD,Normal,1.TA,14.1388888888889,186,200705,2,2.5,0.951913640824337,0.865998098037521,148000
271,60,FV,84,10728,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,3,6,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,4,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1095,1095,GasA,4,Y,SBrkr,1095,844,0,1939,0,0,2,1,3,1,4,8,Typ,1,Gd,Attchd,2006,RFn,3,1053,TA,TA,Y,192,51,0,0,0,0,NA,NA,NA,0,New,Partial,3.TA,1.42000000000007,242,200608,3,2.5,0.900990099009901,1.01584274607599,266000
272,20,RL,73,39104,NA,IR1,Low,CulDSac,Sev,ClearCr,Norm,1Fam,1Story,4,4,1954,2005,Flat,Other,Plywood,Plywood,None,0,3,TA,CBlock,Gd,TA,Gd,LwQ,226,GLQ,1063,96,1385,GasA,5,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,3,5,Mod,2,TA,Attchd,1954,Unf,2,439,TA,TA,Y,81,0,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-13,273,200804,2,2,0.713678844519966,0.854376299033354,241500
273,60,RL,92,11764,NA,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,1Fam,2Story,3,4,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348,4,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,628,1152,GasA,5,Y,SBrkr,1164,1106,0,2270,0,0,2,1,4,1,4,9,Typ,1,Gd,Attchd,1999,Fin,3,671,TA,TA,Y,132,57,0,0,0,0,NA,NA,NA,0,WD,Normal,3.TA,3.52459016393436,252,201004,2,2.5,0.853365384615385,0.907161247633336,290000
274,20,RL,80,9600,NA,Reg,Lvl,Inside,Gtl,NAmes,Feedr,1Fam,1Story,5,5,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183,3,TA,CBlock,TA,TA,No,Rec,620,LwQ,620,0,1240,GasA,4,Y,SBrkr,1632,0,0,1632,1,0,2,0,3,1,3,6,Min1,1,Gd,Attchd,1958,RFn,1,338,TA,TA,Y,289,0,0,0,0,0,NA,MnPrv,NA,0,WD,Normal,1.TA,-2.02702702702709,272,200904,2,3,1.39505589670918,1.37914180489337,139000
275,20,RL,76,8314,NA,Reg,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,6,4,1982,1982,Gable,CompShg,HdBoard,Stucco,None,0,3,TA,CBlock,TA,TA,Gd,ALQ,546,Unf,0,270,816,GasA,3,Y,SBrkr,816,0,0,816,0,0,1,0,2,1,3,5,Typ,0,NA,Attchd,1982,Unf,1,264,TA,TA,Y,168,0,0,0,0,0,NA,NA,NA,0,WD,Normal,1.TA,0.5,163,200706,2,1,0.824616881537339,0.655948553054662,124500
276,50,RL,55,7264,NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,4,4,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,952,952,GasW,4,N,SBrkr,952,596,0,1548,0,0,2,1,3,1,5,5,Typ,0,NA,Detchd,1978,Unf,2,672,TA,TA,Y,74,0,0,0,144,0,NA,NA,NA,0,WD,Normal,2.TA,-9.16393442622962,310,200910,4,2.5,1.69597989949749,1.15074703258671,205000
277,20,RL,129,9196,NA,IR1,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,4,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,4,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1560,1560,GasA,5,Y,SBrkr,1560,0,0,1560,0,0,2,0,3,1,4,7,Typ,0,NA,Attchd,2003,Fin,2,573,TA,TA,Y,100,150,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,21.5,223,201004,2,2,1.09948917538312,1.2540192926045,201000
278,20,RL,140,19138,NA,Reg,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,7,6,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0,3,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,864,GasA,5,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,3,4,Typ,0,NA,Detchd,1951,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-41.25,216,201006,2,1,0.643525741029641,0.649278266587344,141000
279,20,RL,107,14450,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,2,6,2006,2007,Gable,CompShg,Cement,Cement,BrkFace,315,5,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2121,2121,GasA,5,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,1,5,8,Typ,1,Ex,Attchd,2007,Fin,3,732,TA,TA,Y,124,98,0,0,142,0,NA,NA,NA,0,New,Partial,3.TA,0.246376811594246,265,200705,2,2.5,0.943449843705598,1.11637539761848,415298
280,60,RL,83,10005,NA,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,2Story,4,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299,3,TA,CBlock,Gd,TA,No,BLQ,392,Unf,0,768,1160,GasA,5,Y,SBrkr,1156,866,0,2022,0,0,2,1,4,1,3,8,Typ,1,TA,Attchd,1977,Fin,2,505,TA,TA,Y,288,117,0,0,0,0,NA,NA,NA,0,WD,Normal,2.TA,-6.66666666666674,253,200803,1,2.5,0.892098555649958,1.01460749330955,192000
