"MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","SaleType","SaleCondition","LotShape.LandContour.interaction","Garage.interaction","Basement.interaction","Room.size","full.YrSold","QuarterSold","TotalBath","BathToBed","AvgHouseLivArea.ratio","SalePrice"
"30","RM",40,3880,"NA","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",6,2,1945,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","Gd","CBlock","TA","TA","No","ALQ",329,"Unf",0,357,686,"GasA","4","Y","SBrkr",866,0,0,866,0,0,1,0,2,1,"4",4,"Typ",0,"NA","NA",1945,"NA",0,0,"NA","NA","Y",58,42,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","0.NA","TA.0",216,200708,3,1,0.5,0.57704102386869,110500
"60","RL",65,10237,"NA","Reg","Lvl","Inside","Gtl","Gilbert","RRAn","1Fam","2Story",5,6,2005,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,783,783,"GasA","5","Y","SBrkr",783,701,0,1484,0,0,2,1,3,1,"4",8,"Typ",1,"Gd","Attchd",2005,"Fin",2,393,"TA","TA","Y",0,72,0,0,0,0,"NA","NA","NA",0,"New","Partial","Reg.Lvl","2.TA","Gd.0",186,200707,3,3,1,0.988832424273829,178900
"90","RL",67,8777,"NA","Reg","Lvl","Inside","Gtl","Edwards","Feedr","Duplex","1.5Fin",6,4,1900,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","TA","CBlock","TA","TA","No","ALQ",1084,"Unf",0,188,1272,"GasA","4","Y","SBrkr",1272,928,0,2200,2,0,2,2,4,2,"3",9,"Typ",0,"NA","NA",1900,"NA",0,0,"NA","NA","N",0,70,0,0,0,0,"NA","GdPrv","NA",0,"WD","Normal","Reg.Lvl","0.NA","TA.2",244,200809,3,6,1,1.46592407911215,145900
"20","RL",75,11235,"NA","Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",7,6,1963,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",51,"3","TA","CBlock","TA","TA","No","Rec",547,"Unf",0,504,1051,"GasA","4","Y","SBrkr",1382,0,0,1382,0,0,1,1,3,1,"3",6,"Typ",1,"Po","Attchd",1974,"Unf",2,459,"TA","TA","Y",0,82,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","TA.0",230,200610,4,2,0.666666666666667,0.920866853333175,148000
"20","RL",56.9317490588091,6627,"NA","IR1","Lvl","Corner","Gtl","BrkSide","Feedr","1Fam","1Story",8,5,1949,1950,"Hip","CompShg","VinylSd","VinylSd","None",0,"3","TA","CBlock","NA","NA","NA","NA",0,"NA",0,0,0,"Other","3","N","SBrkr",720,0,0,720,0,0,1,0,2,1,"3",4,"Typ",0,"NA","Detchd",1955,"Unf",1,287,"TA","FaPo","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","1.TA","NA.0",180,200807,3,1,0.5,0.479756971345793,72500
"20","RL",50,14859,"NA","IR1","HLS","CulDSac","Gtl","Gilbert","Norm","1Fam","1Story",4,6,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",27,"4","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1670,1670,"GasA","5","Y","SBrkr",1670,0,0,1670,0,0,2,0,3,1,"4",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,690,"TA","TA","Y",144,60,0,0,0,0,"NA","NA","NA",0,"New","Partial","IR.HLS","3.TA","Gd.0",239,200608,3,2,0.666666666666667,1.11276964187149,240000
"20","RL",70,7931,"NA","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,5,1960,1960,"Gable","CompShg","Brick","Wd Sdng","None",0,"3","TA","CBlock","TA","TA","No","BLQ",374,"LwQ",532,363,1269,"GasA","3","Y","FuseA",1269,0,0,1269,0,0,1,1,3,1,"3",6,"Typ",1,"Fa","Detchd",1964,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","1.TA","TA.0",212,200806,2,2,0.666666666666667,0.84557166199696,155000
"50","RM",55,4388,"NA","IR1","Bnk","Inside","Gtl","OldTown","Feedr","1Fam","1.5Fin",6,4,1930,1950,"Gable","CompShg","Shingles","Wd Sdng","None",0,"3","Gd","BrkTil","TA","TA","No","LwQ",116,"Unf",0,556,672,"GasA","5","Y","SBrkr",840,0,0,840,0,0,1,0,3,1,"3",5,"Typ",1,"TA","NA",1930,"NA",0,0,"NA","NA","N",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR.Bnk","0.NA","TA.0",168,200706,2,1,0.333333333333333,0.559716466570092,87000
"50","RL",138,18030,"NA","IR1","Bnk","Inside","Gtl","ClearCr","Norm","1Fam","1.5Fin",6,5,1946,1994,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","TA","CBlock","TA","TA","No","Rec",152,"BLQ",469,977,1598,"GasA","3","Y","SBrkr",1636,971,479,3086,0,0,3,0,3,1,"5",12,"Maj",1,"Gd","NA",1946,"NA",0,0,"NA","NA","Y",122,0,0,0,0,0,"NA","MnPrv","NA",0,"WD","Normal","IR.Bnk","0.NA","TA.0",257,200703,1,3,1,2.05629168551822,200500
"80","RL",92,6930,"NA","IR1","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","SLvl",6,7,1958,1958,"Hip","CompShg","Wd Sdng","Stucco","BrkFace",120,"3","TA","CBlock","TA","TA","Av","BLQ",300,"Rec",294,468,1062,"GasA","5","Y","FuseFP",1352,0,0,1352,0,1,1,0,3,1,"4",6,"Min2",0,"NA","BuiltIn",1958,"Unf",1,288,"TA","TA","Y",168,0,294,0,0,0,"NA","NA","NA",0,"WD","Abnorml","IR1.Lvl","1.TA","TA.1",225,200607,3,2,0.333333333333333,0.9008769795271,130000
"60","RL",66.158479124851,8795,"NA","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",4,6,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","TA","PConc","Gd","TA","No","GLQ",300,"Unf",0,652,952,"GasA","5","Y","SBrkr",980,1276,0,2256,0,0,2,1,4,1,"4",8,"Typ",1,"TA","BuiltIn",2000,"Fin",2,554,"TA","TA","Y",224,54,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","2.TA","Gd.0",282,200904,2,3,0.75,1.50323851021682,236000
"20","RL",49,15256,"NA","IR1","Lvl","CulDSac","Gtl","Somerst","RRAn","1Fam","1Story",3,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",84,"4","TA","PConc","Gd","TA","Gd","GLQ",929,"Unf",0,556,1485,"GasA","5","Y","SBrkr",1464,0,0,1464,1,0,2,0,3,1,"4",6,"Typ",0,"NA","Attchd",2007,"Unf",3,754,"TA","TA","Y",168,160,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","3.TA","Gd.1",244,200708,3,3,0.666666666666667,0.975505841736446,282922
"120","RL",41,4920,"NA","Reg","Lvl","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",3,6,2001,2001,"Gable","CompShg","Cement","Cement","None",0,"4","TA","PConc","Gd","TA","Mn","GLQ",616,"Unf",0,722,1338,"GasA","5","Y","SBrkr",1338,0,0,1338,1,0,2,0,2,1,"4",6,"Typ",0,"NA","Attchd",2001,"Fin",2,582,"TA","TA","Y",0,0,170,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","Gd.1",223,201004,2,3,1,0.891548371750932,213500
"120","RL",38,14963,"NA","IR2","Lvl","Inside","Gtl","Veenker","Norm","TwnhsE","1Story",3,6,1996,1996,"Gable","CompShg","Brick","Brick","None",0,"4","TA","PConc","Gd","TA","No","GLQ",786,"Unf",0,474,1260,"GasA","5","Y","SBrkr",1288,0,0,1288,1,0,1,1,1,1,"5",4,"Typ",2,"Gd","Attchd",1996,"Fin",2,500,"TA","TA","Y",120,30,0,0,224,0,"NA","NA","NA",0,"WD","Normal","IR2.Lvl","2.TA","Gd.1",322,200812,4,3,2,0.858231915407474,245500
"20","RL",93,15306,"NA","IR1","HLS","Corner","Gtl","Timber","Norm","1Fam","1Story",3,6,2006,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",100,"4","TA","PConc","Ex","TA","Gd","GLQ",80,"Unf",0,1652,1732,"GasA","5","Y","SBrkr",1776,0,0,1776,1,0,2,0,3,1,"4",7,"Typ",1,"Gd","Attchd",2006,"Fin",3,712,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"New","Partial","IR.HLS","3.TA","Ex.1",254,200705,2,3,0.666666666666667,1.18340052931962,283463
"50","RL",90,5400,"NA","Reg","Lvl","Corner","Gtl","OldTown","Artery","1Fam","1.5Fin",7,5,1920,1950,"Gable","CompShg","Cement","Cement","None",0,"2","TA","PConc","TA","TA","No","ALQ",315,"Rec",105,420,840,"GasA","5","Y","SBrkr",840,534,0,1374,0,0,1,0,2,1,"3",6,"Typ",0,"NA","Detchd",1967,"Fin",1,338,"TA","TA","Y",0,0,198,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","1.TA","TA.0",229,200910,4,1,0.5,0.915536220318222,105000
"50","RL",55,7264,"NA","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",4,4,1925,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"4","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,952,952,"GasW","4","N","SBrkr",952,596,0,1548,0,0,2,1,3,1,"5",5,"Typ",0,"NA","Detchd",1978,"Unf",2,672,"TA","TA","Y",74,0,0,0,144,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","TA.0",310,200910,4,3,1,1.03147748839346,205000
"160","RM",21,1936,"NA","Reg","Lvl","Inside","Gtl","MeadowV","Norm","Twnhs","SFoyer",7,5,1970,1970,"Gable","CompShg","Cement","Cement","None",0,"3","TA","CBlock","Gd","TA","Av","BLQ",131,"GLQ",499,0,630,"GasA","4","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"3",3,"Typ",0,"NA","NA",1970,"NA",0,0,"NA","NA","Y",0,0,0,0,0,0,"NA","MnPrv","NA",0,"WD","Normal","Reg.Lvl","0.NA","Gd.1",210,200712,4,2,1,0.419787349927569,84500
"20","RL",70,9135,"NA","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",4,6,2002,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",113,"4","TA","PConc","Gd","TA","Av","GLQ",810,"Unf",0,726,1536,"GasA","5","Y","SBrkr",1536,0,0,1536,1,0,2,0,3,1,"4",7,"Typ",0,"NA","Attchd",2002,"RFn",2,532,"TA","TA","Y",192,74,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","Gd.1",219,200812,4,3,0.666666666666667,1.02348153887103,214000
"160","RM",21,1869,"NA","Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story",5,5,1970,1970,"Gable","CompShg","HdBoard","HdBoard","BrkFace",127,"3","TA","CBlock","TA","TA","No","Rec",321,"Unf",0,162,483,"GasA","3","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"3",5,"Typ",0,"NA","Detchd",1987,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","1.TA","TA.0",197,200809,3,2,1,0.657666848219858,106000
"60","FV",65,8125,"NA","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",4,5,2007,2007,"Gable","CompShg","Cement","Cement","None",0,"4","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,813,813,"GasA","5","Y","SBrkr",822,843,0,1665,0,0,2,1,3,1,"4",7,"Typ",0,"NA","Attchd",2007,"RFn",2,562,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","Gd.0",238,200805,2,3,1,1.10943799623715,205950
"190","RM",70,5600,"NA","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","2fmCon","2Story",7,6,1930,1950,"Hip","CompShg","VinylSd","Wd Shng","None",0,"2","Fa","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","2","N","SBrkr",372,720,0,1092,0,0,2,0,3,2,"2",7,"Mod",0,"NA","NA",1930,"NA",0,0,"NA","NA","N",0,0,0,0,0,0,"NA","NA","NA",3500,"WD","Normal","Reg.Lvl","0.NA","NA.0",156,201007,3,2,0.666666666666667,0.72763140654112,55000
"60","RL",110,13688,"NA","IR1","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",2,6,2003,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",664,"4","TA","PConc","Ex","TA","Av","GLQ",1016,"Unf",0,556,1572,"GasA","5","Y","SBrkr",1572,1096,0,2668,1,0,2,1,3,1,"5",10,"Typ",2,"Gd","BuiltIn",2003,"Fin",3,726,"TA","TA","Y",400,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","3.TA","Ex.1",267,200803,1,4,1,1.77776611048691,412500
"60","RL",111,16259,"NA","Reg","Lvl","Corner","Gtl","NridgHt","Norm","1Fam","2Story",2,6,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",370,"3","TA","PConc","Ex","Gd","Av","Unf",0,"Unf",0,1249,1249,"GasA","5","Y","SBrkr",1249,1347,0,2596,0,0,3,1,4,1,"4",9,"Typ",0,"NA","Attchd",2006,"RFn",3,840,"TA","TA","Y",240,154,0,0,0,0,"NA","NA","NA",0,"New","Partial","Reg.Lvl","3.TA","Ex.0",288,200609,3,4,1,1.72979041335233,342643
"90","RL",64,7018,"NA","Reg","Lvl","Inside","Gtl","SawyerW","Feedr","Duplex","2Story",6,6,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,"3","TA","Slab","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","3","Y","SBrkr",1120,1120,0,2240,0,0,2,0,6,2,"3",12,"Typ",0,"NA","Detchd",1979,"Unf",2,528,"TA","TA","Y",154,0,0,0,0,0,"NA","NA","NA",0,"WD","Alloca","Reg.Lvl","2.TA","NA.0",187,200906,2,2,0.333333333333333,1.49257724418691,142953
"20","RL",71,9353,"NA","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",7,6,1970,1970,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,864,864,"GasA","4","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"3",5,"Typ",0,"NA","Attchd",1972,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","Shed",0,"Con","Abnorml","Reg.Lvl","1.TA","TA.0",173,200607,3,1,0.333333333333333,0.575708365614952,116050
"20","RL",48,17043,"NA","IR1","Lvl","CulDSac","Gtl","NWAmes","Norm","1Fam","1Story",5,6,1979,1998,"Gable","CompShg","HdBoard","HdBoard","None",0,"3","Gd","CBlock","Gd","Fa","No","Unf",0,"Unf",0,1362,1362,"GasA","3","Y","SBrkr",1586,0,0,1586,0,0,2,0,3,1,"3",7,"Typ",1,"TA","Attchd",1979,"Unf",2,435,"TA","TA","Y",192,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","2.TA","Gd.0",227,200901,1,2,0.666666666666667,1.05679799521448,181000
"80","RL",101.468184009856,19690,"NA","IR1","Lvl","CulDSac","Gtl","Edwards","Norm","1Fam","SLvl",5,4,1966,1966,"Flat","Tar&Grv","Plywood","Plywood","None",0,"4","Gd","CBlock","Gd","TA","Av","Unf",0,"Unf",0,697,697,"GasA","3","Y","SBrkr",1575,626,0,2201,0,0,2,0,4,1,"4",8,"Typ",1,"Gd","Attchd",1966,"Unf",2,432,"ExGd","ExGd","Y",586,236,0,0,0,738,"Pool","GdPrv","NA",0,"WD","Alloca","IR1.Lvl","2.ExGd","Gd.0",275,200608,3,2,0.5,1.46659040823901,274970
"120","RM",64,5587,"NA","IR1","HLS","Inside","Mod","Crawfor","Norm","TwnhsE","1Story",3,6,2008,2008,"Hip","CompShg","Cement","Cement","Stone",186,"5","TA","PConc","Ex","TA","Gd","GLQ",1480,"Unf",0,120,1600,"GasA","5","Y","SBrkr",1652,0,0,1652,1,1,2,0,2,1,"4",5,"Typ",1,"Gd","Attchd",2008,"Fin",2,482,"TA","TA","Y",162,53,0,153,0,0,"NA","NA","NA",0,"New","Partial","IR.HLS","2.TA","Ex.2",330,200811,4,4,1,1.10077571758785,392500
"120","RL",43,3013,"NA","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story",4,6,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",145,"4","TA","PConc","Gd","TA","Gd","GLQ",16,"Unf",0,1346,1362,"GasA","5","Y","SBrkr",1506,0,0,1506,0,0,2,0,2,1,"4",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,440,"TA","TA","Y",142,20,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","Gd.0",251,200604,2,2,1,1.00349166506495,213490
"20","RL",80,17400,"NA","Reg","Low","Inside","Mod","Mitchel","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Brick","Brick","None",0,"3","TA","CBlock","TA","TA","No","ALQ",936,"Unf",0,190,1126,"GasA","2","Y","SBrkr",1126,0,0,1126,1,0,2,0,3,1,"3",5,"Typ",1,"Gd","Attchd",1977,"RFn",2,484,"TA","TA","P",295,41,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Low","2.TA","TA.1",225,200605,2,3,0.666666666666667,0.750286596854671,160000
"70","RL",144,21384,"NA","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","2Story",6,5,1923,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","TA","CBlock","TA","TA","Gd","GLQ",1309,"Unf",0,15,1324,"GasA","5","Y","SBrkr",1072,504,0,1576,2,0,1,1,3,1,"4",6,"Typ",1,"TA","Attchd",1923,"RFn",2,528,"TA","TA","Y",0,312,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","TA.2",263,200905,2,4,0.666666666666667,1.05013470394579,223500
"20","RL",50,35133,"NA","Reg","Lvl","Inside","Mod","Timber","Norm","1Fam","1Story",6,7,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",226,"3","TA","CBlock","TA","TA","Gd","Rec",1159,"Unf",0,413,1572,"GasA","4","Y","SBrkr",1572,0,0,1572,1,0,1,1,3,1,"3",5,"Typ",2,"TA","Other",1963,"RFn",3,995,"TA","TA","Y",0,263,0,0,263,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","3.TA","TA.1",314,200705,2,3,0.666666666666667,1.04746938743831,186700
"30","RL",60,10800,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",6,5,1920,1950,"Hip","CompShg","Stucco","Stucco","None",0,"3","TA","BrkTil","TA","TA","No","Rec",821,"Unf",0,299,1120,"GasA","5","Y","SBrkr",1130,0,0,1130,1,0,1,0,2,1,"3",5,"Typ",1,"Gd","Detchd",1970,"Unf",2,720,"TA","TA","Y",229,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","TA.1",226,200606,2,2,0.5,0.752951913362148,120000
"20","RL",92.7837061175963,16635,"NA","IR1","Lvl","FR2","Gtl","NWAmes","Norm","1Fam","1Story",5,4,1977,2000,"Gable","CompShg","Cement","Cement","Stone",126,"4","TA","CBlock","Gd","TA","No","ALQ",1246,"Unf",0,356,1602,"GasA","4","Y","SBrkr",1602,0,0,1602,0,1,2,0,3,1,"4",8,"Typ",1,"TA","Attchd",1977,"Fin",2,529,"TA","TA","Y",240,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","2.TA","Gd.1",200,200906,2,3,0.666666666666667,1.06745926124439,215000
"50","RM",50,5000,"NA","Reg","Lvl","Inside","Gtl","IDOTRR","RRAe","1Fam","1.5Fin",6,5,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","TA","CBlock","TA","TA","Av","BLQ",116,"Unf",0,604,720,"GasA","1","N","FuseFP",803,0,0,803,0,0,1,0,2,1,"3",5,"Typ",0,"NA","Detchd",1941,"Unf",2,360,"TA","TA","Y",0,0,244,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","2.TA","TA.0",161,200712,4,1,0.5,0.535062288875933,87000
"50","RM",50,3500,"Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1.5Fin",6,4,1947,1950,"Gable","CompShg","Shingles","Shingles","None",0,"3","TA","CBlock","TA","TA","No","LwQ",312,"Unf",0,408,720,"GasA","3","Y","SBrkr",720,564,0,1284,0,0,1,1,2,1,"3",5,"Typ",0,"NA","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,35,0,0,0,0,"NA","MnWw","NA",0,"WD","Normal","Reg.Lvl","1.TA","TA.0",257,200904,2,2,1,0.855566598899998,110000
"30","RM",60,8967,"NA","Reg","Lvl","Corner","Gtl","IDOTRR","Norm","1Fam","1Story",6,9,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"3","Fa","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,961,961,"GasA","4","Y","FuseFP",1077,0,0,1077,0,0,1,0,2,1,"3",6,"Maj",0,"NA","Detchd",1920,"Unf",1,338,"FaPo","FaPo","N",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Abnorml","Reg.Lvl","1.FaPo","Fa.0",180,200711,4,1,0.5,0.717636469638082,67000
"70","RM",50,9000,"Grvl","Reg","Lvl","Corner","Gtl","OldTown","Artery","1Fam","2Story",6,5,1880,1991,"Gable","CompShg","VinylSd","VinylSd","None",0,"3","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,636,636,"GasA","3","Y","FuseA",1089,661,0,1750,0,0,1,0,3,1,"5",8,"Typ",0,"NA","Detchd",1937,"Unf",1,240,"FaPo","FaPo","N",0,0,293,0,0,0,"NA","MnPrv","NA",0,"WD","Abnorml","Reg.Lvl","1.FaPo","Fa.0",219,200606,2,1,0.333333333333333,1.16607597202102,124000
"60","RL",71.9582516733379,10304,"NA","IR1","Lvl","CulDSac","Gtl","NWAmes","PosN","1Fam","2Story",6,4,1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",44,"3","Gd","CBlock","TA","TA","No","ALQ",381,"Unf",0,399,780,"GasA","5","Y","SBrkr",1088,780,0,1868,1,0,2,1,4,1,"4",9,"Typ",1,"TA","Attchd",1976,"Unf",2,484,"TA","TA","Y",448,96,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","2.TA","TA.1",208,200910,4,4,0.75,1.24470280899159,197500
"70","RL",96,13132,"NA","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","2Story",6,6,1914,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","TA","BrkTil","Gd","TA","Mn","Unf",0,"Unf",0,747,747,"GasA","4","Y","FuseFP",892,892,0,1784,0,0,1,1,4,1,"3",9,"Typ",0,"NA","Detchd",1914,"Unf",1,180,"FaPo","FaPo","N",203,40,0,0,0,0,"NA","NA","NA",0,"WD","Normal","Reg.Lvl","1.FaPo","Gd.0",198,200607,3,2,0.5,1.18873116233458,138887
"85","RL",57,8846,"NA","IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam","SFoyer",6,6,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","TA","PConc","Gd","TA","Av","GLQ",298,"Unf",0,572,870,"GasA","5","Y","SBrkr",914,0,0,914,0,0,1,0,2,1,"3",5,"Typ",0,"NA","Detchd",1998,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","2.TA","Gd.0",183,200607,3,1,0.5,0.60902482195841,148000
"60","RL",89,11645,"NA","IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","2Story",4,6,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,860,860,"GasA","5","Y","SBrkr",860,860,0,1720,0,0,2,1,3,1,"4",7,"Typ",0,"NA","Attchd",2004,"RFn",2,565,"TA","TA","Y",0,70,0,0,0,0,"NA","NA","NA",0,"WD","Normal","IR1.Lvl","2.TA","Gd.0",246,200608,3,3,1,1.14608609821495,196500
"50","RL",55,10594,"NA","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","1.5Fin",6,6,1926,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"3","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,768,768,"Other","2","N","SBrkr",789,0,0,789,0,0,1,0,2,1,"3",5,"Typ",0,"NA","Detchd",1926,"Unf",1,200,"FaPo","FaPo","Y",0,0,112,0,0,0,"NA","MnPrv","NA",0,"WD","Normal","Reg.Lvl","1.FaPo","TA.0",158,200706,2,1,0.5,0.525733681099765,96500
"20","RL",73,8993,"NA","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","1Story",4,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"4","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1302,1302,"GasA","5","Y","SBrkr",1302,0,0,1302,0,0,2,0,3,1,"4",6,"Typ",0,"NA","Attchd",2007,"Fin",2,436,"TA","TA","Y",0,22,0,0,0,0,"NA","NA","NA",0,"New","Partial","IR1.Lvl","2.TA","Gd.0",217,200708,3,2,0.666666666666667,0.867560523183643,176485
"80","RL",80.7371009310274,12800,"NA","Reg","Low","Inside","Mod","SawyerW","Norm","1Fam","SLvl",4,6,1989,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",145,"4","TA","PConc","Gd","TA","Gd","GLQ",1518,"Unf",0,0,1518,"GasA","4","Y","SBrkr",1644,0,0,1644,1,1,2,0,2,1,"4",5,"Typ",1,"TA","Attchd",1989,"Fin",2,569,"TA","TA","Y",80,0,0,0,396,0,"NA","NA","NA",0,"WD","Normal","Reg.Low","2.TA","Gd.2",329,200908,3,4,1,1.09544508457289,275000
